"product_id","category","total_revenue","revenue_rank","cumulative_revenue_pct","product_number","total_products","pareto_segment"
"7c1bd920dbdf22470b68bde975dd3ccf","health_beauty",16735.70,46,8.73,46,32216,"Top 20% Products"
"a04087ab6a96ffa041f8a2701a72b616","computers",16735.63,47,8.84,47,32216,"Top 20% Products"
"a02d0123079f4ae96001ba2010d1a2df","construction_tools_lights",16238.50,48,8.94,48,32216,"Top 20% Products"
"431d674f9a4fbd0957ecf6ba3fcb6899","telephony",15966.71,49,9.05,49,32216,"Top 20% Products"
"f49e985b4cb2d0543890d6dd00077663","small_appliances_home_oven_and_coffee",15722.55,50,9.15,50,32216,"Top 20% Products"
"4aa6014eceb682077f9dc4bffebc05b0","housewares",15621.16,51,9.25,51,32216,"Top 20% Products"
"8c292ca193d326152e335d77176746f0","health_beauty",15201.61,52,9.35,52,32216,"Top 20% Products"
"470433f95ba906e17efac3fce39e9ffd","computers_accessories",15200.56,53,9.45,53,32216,"Top 20% Products"
"87feb07adc221a4c6cdf051ea1afd0ff","home_appliances_2",15138.11,54,9.55,54,32216,"Top 20% Products"
"bee2e070c39f3dd2f6883a17a5f0da45","computers_accessories",14764.25,55,9.64,55,32216,"Top 20% Products"
"f4f67ccaece962d013a4e1d7dc3a61f7","auto",14747.13,56,9.74,56,32216,"Top 20% Products"
"08574b074924071f4e201e151b152b4e","garden_tools",14745.46,57,9.83,57,32216,"Top 20% Products"
"4fcb3d9a5f4871e8362dfedbdb02b064","auto",14709.35,58,9.93,58,32216,"Top 20% Products"
"a92930c327948861c015c919a0bcb4a8","watches_gifts",14609.79,59,10.02,59,32216,"Top 20% Products"
"ee406bf28024d97771c4b1e8b7e8e219","cool_stuff",14273.53,60,10.12,60,32216,"Top 20% Products"
"595fac2a385ac33a80bd5114aec74eb8","perfumery",14002.68,61,10.21,61,32216,"Top 20% Products"
"4298b7e67dc399c200662b569563a2b2","computers_accessories",13955.34,62,10.30,62,32216,"Top 20% Products"
"656e0eca68dcecf6a31b8ececfabe3e8","computers_accessories",13928.31,63,10.39,63,32216,"Top 20% Products"
"c6dd917a0be2a704582055949915ab32","cool_stuff",13824.96,64,10.48,64,32216,"Top 20% Products"
"42a2c92a0979a949ca4ea89ec5c7b934","housewares",13777.77,65,10.57,65,32216,"Top 20% Products"
"3fbc0ef745950c7932d5f2a446189725","health_beauty",13680.15,66,10.66,66,32216,"Top 20% Products"
"5769ef0a239114ac3a854af00df129e4","fixed_telephony",13664.08,67,10.74,67,32216,"Top 20% Products"
"0433830caca22b01a0f477d31307b043","small_appliances_home_oven_and_coffee",13625.64,68,10.83,68,32216,"Top 20% Products"
"13db47eae724e2848e12b71a617a3a41","audio",13525.39,69,10.92,69,32216,"Top 20% Products"
"24c66f106f642621e524291a895c9032","health_beauty",13273.96,70,11.01,70,32216,"Top 20% Products"
"44fc450365728c413fefc547592626be","small_appliances",13146.53,71,11.09,71,32216,"Top 20% Products"
"e4d325bd1eea550509bdbbc5c3301fc1","perfumery",12829.09,72,11.17,72,32216,"Top 20% Products"
"25292482a61cb3298df8dbe15ea69daf","health_beauty",12827.21,73,11.26,73,32216,"Top 20% Products"
"fe6a9515d655fa7936b8a7c841039f34","cool_stuff",12751.31,74,11.34,74,32216,"Top 20% Products"
"36f60d45225e60c7da4558b070ce4b60","computers_accessories",12713.34,75,11.42,75,32216,"Top 20% Products"
"4fe644d766c7566dbc46fb851363cb3b","art",12617.02,76,11.51,76,32216,"Top 20% Products"
"dc404a1496a08f9f5540c8b5d4b92925","toys",12469.34,77,11.59,77,32216,"Top 20% Products"
"af0a99476d96dcc1a1baa7c0d9ff6b9d","health_beauty",12451.50,78,11.67,78,32216,"Top 20% Products"
"ddceb6eef6af67e9fbbd4c148dbe5fd9","cool_stuff",12215.68,79,11.75,79,32216,"Top 20% Products"
"4c2394abfbac7ff59ec7a420918562fa","health_beauty",12205.38,80,11.83,80,32216,"Top 20% Products"
"78efe838c04bbc568be034082200ac20","furniture_decor",12027.12,81,11.90,81,32216,"Top 20% Products"
"afeeea6271148ee1bb15173b8187c431","telephony",11990.79,82,11.98,82,32216,"Top 20% Products"
"2ffdf10e724b958c0f7ea69e97d32f64","watches_gifts",11939.28,83,12.06,83,32216,"Top 20% Products"
"84f456958365164420cfc80fbe4c7fab","bed_bath_table",11828.97,84,12.13,84,32216,"Top 20% Products"
"cc971e0365873137b8bef2ebad633e6f","cool_stuff",11679.33,85,12.21,85,32216,"Top 20% Products"
"2a5806f10d0f00e5ad032dd2e3c8806e","office_furniture",11390.05,86,12.28,86,32216,"Top 20% Products"
"cac9e5692471a0700418aa3400b9b2b1","baby",11338.91,87,12.36,87,32216,"Top 20% Products"
"5237739bb5fee495dbd337755a138660","watches_gifts",11324.84,88,12.43,88,32216,"Top 20% Products"
"9c5cec867c62c0ec4674b002eb1c3e0c","home_appliances",11310.98,89,12.50,89,32216,"Top 20% Products"
"29427de7f8a9ee983d9dbc51cec569b4","cool_stuff",11270.44,90,12.58,90,32216,"Top 20% Products"
"2a2d22ae30e026f1893083c8405ca522","bed_bath_table",11225.00,91,12.65,91,32216,"Top 20% Products"
"f22c9d6ce2431ff939aad39e026cc7ef","auto",11149.54,92,12.72,92,32216,"Top 20% Products"
"f27aff266ad97e75d4a24c893b2c311e","home_appliances_2",11068.04,93,12.79,93,32216,"Top 20% Products"
"d696750e550fd0f733979dd7e5dff921","housewares",11048.69,94,12.87,94,32216,"Top 20% Products"
"e9a69340883a438c3f91739d14d3a56d","housewares",11030.49,95,12.94,95,32216,"Top 20% Products"
"a50acd33ba7a8da8e9db65094fa990a4","auto",10997.09,96,13.01,96,32216,"Top 20% Products"
"3225c54bb2785c33f49f50398fcdb88c","watches_gifts",10939.66,97,13.08,97,32216,"Top 20% Products"
"0a57f7d2c983bcf8188589a5fea4a8da","watches_gifts",10874.76,98,13.15,98,32216,"Top 20% Products"
"fbce4c4cb307679d89a3bf3d3bb353b9","bed_bath_table",10801.62,99,13.22,99,32216,"Top 20% Products"
"53ea9da485f6aed8a6f03a85831fe021","watches_gifts",10749.92,100,13.29,100,32216,"Top 20% Products"
"25f86162fee18735fffdb762dcb10d7c","bed_bath_table",10733.48,101,13.36,101,32216,"Top 20% Products"
"19936fa4f614ee0590d3b77ac83fd648","fixed_telephony",10633.12,102,13.43,102,32216,"Top 20% Products"
"5411e9269501a870cabf632f05655131","stationery",10604.78,103,13.50,103,32216,"Top 20% Products"
"e44f675b60b3a3a2453ec36421e06f0f","sports_leisure",10263.75,104,13.56,104,32216,"Top 20% Products"
"b114bf337c0626166abe574eee9e3f32","office_furniture",10262.53,105,13.63,105,32216,"Top 20% Products"
"db5efde3ad0cc579b130d71c4b2db522","audio",10231.39,106,13.70,106,32216,"Top 20% Products"
"aed75ad669fbebd5a385ac7cc2ae7573","health_beauty",10214.16,107,13.76,107,32216,"Top 20% Products"
"8a12c0e223d9dbd49ccfcd2ad25d1b30","construction_tools_construction",10142.49,108,13.83,108,32216,"Top 20% Products"
"657247f6f60543b93e3cc708a8e6329c","luggage_accessories",10128.17,109,13.90,109,32216,"Top 20% Products"
"e59dd207c69d86e890febadc796d1078","cool_stuff",10025.50,110,13.96,110,32216,"Top 20% Products"
"933f4f76eae38d2a97ecfb7c6355f0bc","health_beauty",9988.69,111,14.02,111,32216,"Top 20% Products"
"b0961721fd839e9982420e807758a2a6","garden_tools",9935.63,112,14.09,112,32216,"Top 20% Products"
"154e7e31ebfa092203795c972e5804a6","health_beauty",9824.20,113,14.15,113,32216,"Top 20% Products"
"34f99d82cfc355d08d8db780d14aa002","computers",9779.46,114,14.22,114,32216,"Top 20% Products"
"9bfc55df037ce3ac01bfd84781adf7e5","audio",9776.03,115,14.28,115,32216,"Top 20% Products"
"8aa6223e400af9c97b07c75993142721","baby",9710.56,116,14.34,116,32216,"Top 20% Products"
"11250b0d4b709fee92441c5f34122aed","agro_industry_and_commerce",9710.48,117,14.41,117,32216,"Top 20% Products"
"fe59a1e006df3ac42bf0ceb876d70969","computers_accessories",9701.67,118,14.47,118,32216,"Top 20% Products"
"4df83a41105e00e0845b9d12b5fe601c","watches_gifts",9681.37,119,14.53,119,32216,"Top 20% Products"
"cce3ce6484896041ae3dafdd4308a39c","consoles_games",9636.42,120,14.59,120,32216,"Top 20% Products"
"2948658cb6abc82847412be7201bfc4c","health_beauty",9609.22,121,14.66,121,32216,"Top 20% Products"
"f7740e5b4337a3cc4a8a204553101a85","health_beauty",9599.14,122,14.72,122,32216,"Top 20% Products"
"0bbdc963004d9b2fd3427ee3c5ae3608","sports_leisure",9595.77,123,14.78,123,32216,"Top 20% Products"
"c6ea63369936552872ae890c82175b4b","bed_bath_table",9522.37,124,14.84,124,32216,"Top 20% Products"
"629e019a6f298a83aeecc7877964f935","auto",9498.06,125,14.90,125,32216,"Top 20% Products"
"fc1d8637c0268af3db482c14b7ef8e75","bed_bath_table",9455.89,126,14.97,126,32216,"Top 20% Products"
"437c05a395e9e47f9762e677a7068ce7","health_beauty",9335.88,127,15.03,127,32216,"Top 20% Products"
"fe9dfbe7f974621789683b7b78be2a16","health_beauty",9286.83,128,15.09,128,32216,"Top 20% Products"
"b5e13c9a353102f79c6206ff5cb61a50","toys",9266.41,129,15.15,129,32216,"Top 20% Products"
"617186c3d97ea56c9c683a8a3974e8c1","perfumery",9192.22,130,15.21,130,32216,"Top 20% Products"
"8317b177579dd27ff068b83205e2169b","cool_stuff",9127.34,131,15.27,131,32216,"Top 20% Products"
"2028bf1b01cafb2d2b1901fca4083222","perfumery",9116.53,132,15.32,132,32216,"Top 20% Products"
"928e52a9ad53a294fdcc91bcf59d1751","housewares",9087.23,133,15.38,133,32216,"Top 20% Products"
"f71973c922ccaab05514a36a8bc741b8","luggage_accessories",9016.03,134,15.44,134,32216,"Top 20% Products"
"4413a608a42bd21bbf9d5abbd58c249a","cool_stuff",9014.12,135,15.50,135,32216,"Top 20% Products"
"9453bde60c4ee52155c963641736cfc5","health_beauty",9009.85,136,15.56,136,32216,"Top 20% Products"
"7fb04722aba7a2b632bac8f9819796f3","health_beauty",8963.46,137,15.62,137,32216,"Top 20% Products"
"a9516a079e37a9c9c36b9b78b10169e8","office_furniture",8903.46,138,15.67,138,32216,"Top 20% Products"
"3f14d740544f37ece8a9e7bc8349797e","computers_accessories",8879.11,139,15.73,139,32216,"Top 20% Products"
"69d3ff4f45d52d69e4b06760e0e154e2","musical_instruments",8842.06,140,15.79,140,32216,"Top 20% Products"
"952670bc019a73f0933157ec82ff6e4f","bed_bath_table",8755.29,141,15.85,141,32216,"Top 20% Products"
"27535386be7362e36d9e78c2afb8c0e5","health_beauty",8626.26,142,15.90,142,32216,"Top 20% Products"
"423a6644f0aa529e8828ff1f91003690","agro_industry_and_commerce",8609.73,143,15.96,143,32216,"Top 20% Products"
"d017a2151d543a9885604dc62a3d9dcc","fashion_bags_accessories",8554.37,144,16.01,144,32216,"Top 20% Products"
"b532349fe46b38fbc7bb3914c1bdae07","furniture_decor",8543.77,145,16.07,145,32216,"Top 20% Products"
"78819ab10b4a44927c832a21c06849e0","computers_accessories",8512.39,146,16.12,146,32216,"Top 20% Products"
"1f411e9a31196b71ed8438c8254b858e","computers",8385.14,147,16.18,147,32216,"Top 20% Products"
"fb55982be901439613a95940feefd9ee","stationery",8384.55,148,16.23,148,32216,"Top 20% Products"
"b4436da747c3a53ab07ac0e71de17dcd","sports_leisure",8369.54,149,16.29,149,32216,"Top 20% Products"
"df0c26d7ddb998e2517658a55e46e48a","home_appliances_2",8363.02,150,16.34,150,32216,"Top 20% Products"
"f39a8b27ce90ac582103bf36f09690dd","consoles_games",8322.03,151,16.40,151,32216,"Top 20% Products"
"0bcc3eeca39e1064258aa1e932269894","garden_tools",8303.98,152,16.45,152,32216,"Top 20% Products"
"93c902b021a9e594f658ab1b0351602a","electronics",8249.81,153,16.50,153,32216,"Top 20% Products"
"38c56c5c5b16958d95bf8254498ad555","watches_gifts",8246.92,154,16.56,154,32216,"Top 20% Products"
"64fb265487de2238627ce43fe8a67efc","bed_bath_table",8228.40,155,16.61,155,32216,"Top 20% Products"
"eed5cbd74fac3bd79b7c7ec95fa7507d","Uncategorized",8200.24,156,16.66,156,32216,"Top 20% Products"
"5183344b5357029cfd88c7f511ed876d","musical_instruments",8184.82,157,16.72,157,32216,"Top 20% Products"
"09481a6dfe9eb590dc8b265b54dc4c97","computers_accessories",8178.17,158,16.77,158,32216,"Top 20% Products"
"fe01b643060a6446e59f58e3021e66b3","perfumery",8164.15,159,16.82,159,32216,"Top 20% Products"
"363218ba55c610b750224f90bdd34be1","bed_bath_table",8143.32,160,16.87,160,32216,"Top 20% Products"
"f8b624d4e475bb8d1bddf1b65c6a64f6","housewares",8070.77,161,16.93,161,32216,"Top 20% Products"
"aba86c093ccdbac75b09111d57e50004","office_furniture",8056.65,162,16.98,162,32216,"Top 20% Products"
"7614c62b86a81021243e438cfde78ccc","health_beauty",8035.27,163,17.03,163,32216,"Top 20% Products"
"5328338cfaa16ba10561cd970c73ca11","cool_stuff",8011.39,164,17.08,164,32216,"Top 20% Products"
"dbb67791e405873b259e4656bf971246","computers_accessories",7991.46,165,17.13,165,32216,"Top 20% Products"
"dd113cb02b2af9c8e5787e8f1f0722f6","sports_leisure",7990.31,166,17.19,166,32216,"Top 20% Products"
"3ecf69ee1fe21cfd40b30cbea549e563","small_appliances",7961.41,167,17.24,167,32216,"Top 20% Products"
"777d2e438a1b645f3aec9bd57e92672c","bed_bath_table",7940.96,168,17.29,168,32216,"Top 20% Products"
"a3cd9517ebf5a50dca25acce54f3b171","housewares",7939.25,169,17.34,169,32216,"Top 20% Products"
"c1ad8ac66c91ad301cefc322ba2adf31","watches_gifts",7928.14,170,17.39,170,32216,"Top 20% Products"
"41c24b8ce92d1a2cac62db5edfd088b2","watches_gifts",7915.40,171,17.44,171,32216,"Top 20% Products"
"4178e16324fd0c9a8e18463caf390cc6","cool_stuff",7884.39,172,17.50,172,32216,"Top 20% Products"
"7c55ea4aea1acf1ce11440010f5aa298","housewares",7872.37,173,17.55,173,32216,"Top 20% Products"
"ec2d43cc59763ec91694573b31f1c29a","bed_bath_table",7868.95,174,17.60,174,32216,"Top 20% Products"
"79c0ace2ccf0da036e787875a49151a4","kitchen_dining_laundry_garden_furniture",7830.37,175,17.65,175,32216,"Top 20% Products"
"06edb72f1e0c64b14c5b79353f7abea3","bed_bath_table",7809.70,176,17.70,176,32216,"Top 20% Products"
"0abc19e41fdc9d6894b8cae651619253","electronics",7803.02,177,17.75,177,32216,"Top 20% Products"
"fbc1488c1a1e72ba175f53ab29a248e8","perfumery",7769.01,178,17.80,178,32216,"Top 20% Products"
"3354a4e684f5e7199f9407db70ccd92b","cool_stuff",7735.48,179,17.85,179,32216,"Top 20% Products"
"d04e48982547095af81c231c3d581cb6","watches_gifts",7696.47,180,17.90,180,32216,"Top 20% Products"
"5d6bea33648f018dbb563f3a2fab09f3","furniture_decor",7689.97,181,17.95,181,32216,"Top 20% Products"
"b192be433004cc1f10b467c0e9ea309b","computers_accessories",7644.59,182,18.00,182,32216,"Top 20% Products"
"f35927953ed82e19d06ad3aac2f06353","books_general_interest",7633.43,183,18.05,183,32216,"Top 20% Products"
"30ac6df06dc59ad72cf2f158fc2d904c","housewares",7564.51,184,18.10,184,32216,"Top 20% Products"
"b1d207586fca400a2370d50a9ba1da98","Uncategorized",7526.07,185,18.15,185,32216,"Top 20% Products"
"43423cdffde7fda63d0414ed38c11a73","watches_gifts",7519.48,186,18.20,186,32216,"Top 20% Products"
"9545d45c37449ccbc376de3a04c66e71","health_beauty",7510.07,187,18.24,187,32216,"Top 20% Products"
"d6fe3b4ddecd4a8393c6a1385de3bfb6","office_furniture",7482.38,188,18.29,188,32216,"Top 20% Products"
"cb26d15d1b6eabaac7c0803774245884","sports_leisure",7476.63,189,18.34,189,32216,"Top 20% Products"
"4b96786612ebe7463132fce2c4dca136","housewares",7452.94,190,18.39,190,32216,"Top 20% Products"
"41cd333a4af5e36df81fc0b83ccf8e2d","baby",7446.75,191,18.44,191,32216,"Top 20% Products"
"43944a8f8f0b7ae86b6c3d3c2f257375","home_appliances",7427.88,192,18.49,192,32216,"Top 20% Products"
"59f09deeea7c839a9212a19f3416b892","housewares",7356.97,193,18.53,193,32216,"Top 20% Products"
"2d4500a3d35334916c955b3c365dbefe","small_appliances",7355.83,194,18.58,194,32216,"Top 20% Products"
"61937887eb6ee0b405a5759756426486","health_beauty",7355.67,195,18.63,195,32216,"Top 20% Products"
"672e757f331900b9deea127a2a7b79fd","agro_industry_and_commerce",7355.34,196,18.68,196,32216,"Top 20% Products"
"11fd9d7ba552e1d28872e008acf1e050","cool_stuff",7337.01,197,18.72,197,32216,"Top 20% Products"
"781afe929e3016a667f5f439afd55fce","sports_leisure",7313.34,198,18.77,198,32216,"Top 20% Products"
"83b00325c13c44245b2c3a2befa62a0e","baby",7210.28,199,18.82,199,32216,"Top 20% Products"
"223d34a3d9334039f5ff9511dc044bbb","telephony",7206.34,200,18.87,200,32216,"Top 20% Products"
"d04857e7b4b708ee8b8b9921163edba3","computers_accessories",7172.57,201,18.91,201,32216,"Top 20% Products"
"8f211599d0cde9d8551a6984d758e1f4","housewares",7168.41,202,18.96,202,32216,"Top 20% Products"
"4d0322b5ddf89ce6a3564aca2e261a3a","garden_tools",7156.54,203,19.00,203,32216,"Top 20% Products"
"349ce46a0e2e20054aa9d80c48af8816","construction_tools_lights",7133.43,204,19.05,204,32216,"Top 20% Products"
"69455f41626a745aea9ee9164cb9eafd","watches_gifts",7110.08,205,19.10,205,32216,"Top 20% Products"
"e7f85e7f0203b7b95cc1b4c21b4b070c","cool_stuff",7102.21,206,19.14,206,32216,"Top 20% Products"
"8b52d90d2e8716dad633486c6cc94ecf","telephony",7083.19,207,19.19,207,32216,"Top 20% Products"
"e9c1abcc7126360336d8f56d49041a8c","health_beauty",7025.53,208,19.23,208,32216,"Top 20% Products"
"98d61056e0568ba048e5d78038790e77","auto",7014.63,209,19.28,209,32216,"Top 20% Products"
"f40876e0ef3cd5f9132b1f16b04b1346","health_beauty",7013.66,210,19.33,210,32216,"Top 20% Products"
"386486367c1f9d4f587a8864ccb6902b","bed_bath_table",7007.40,211,19.37,211,32216,"Top 20% Products"
"7b35be468d9795a7529f65c50ec87668","watches_gifts",6944.22,212,19.42,212,32216,"Top 20% Products"
"489ae2aa008f021502940f251d4cce7f","housewares",6929.31,213,19.46,213,32216,"Top 20% Products"
"69c590f7ffc7bf8db97190b6cb6ed62e","computers",6922.21,214,19.51,214,32216,"Top 20% Products"
"31a2f42a87890f87d77daebdfabc182e","toys",6919.07,215,19.55,215,32216,"Top 20% Products"
"2bb3e85f2a403543fdb64e266e70c792","toys",6818.78,216,19.60,216,32216,"Top 20% Products"
"dc9471db933efad7bf0ce685380578bd","computers_accessories",6815.59,217,19.64,217,32216,"Top 20% Products"
"15859e3a8aaa3c192c10a91d8722abd5","health_beauty",6761.59,218,19.68,218,32216,"Top 20% Products"
"8b5227e28272123eefd613a10ffd7704","watches_gifts",6754.39,219,19.73,219,32216,"Top 20% Products"
"bc2d6310e5cbd60facb2f9c8d9471597","cool_stuff",6743.13,220,19.77,220,32216,"Top 20% Products"
"1bdf5e6731585cf01aa8169c7028d6ad","art",6726.66,221,19.81,221,32216,"Top 20% Products"
"c92f0e7b9d49a9543558d6532772441b","luggage_accessories",6698.67,222,19.86,222,32216,"Top 20% Products"
"23ed7a10a36c6f88a757a9c83df9ea20","perfumery",6644.63,223,19.90,223,32216,"Top 20% Products"
"89f59eee27a6a49b9f0d887136c71cd4","health_beauty",6619.54,224,19.94,224,32216,"Top 20% Products"
"b3bcd6f54c943fecf8f51e0b988e5cc9","health_beauty",6595.23,225,19.99,225,32216,"Top 20% Products"
"450c25d98ed6923154a934554475bf13","health_beauty",6592.90,226,20.03,226,32216,"Top 20% Products"
"e251ebd2858be1aa7d9b2087a6992580","garden_tools",6575.04,227,20.07,227,32216,"Top 20% Products"
"6a162a899a815ed15db1689e8efc976c","cool_stuff",6572.09,228,20.11,228,32216,"Top 20% Products"
"404a57563d487aecbc2b1a01d9b89aab","bed_bath_table",6560.50,229,20.16,229,32216,"Top 20% Products"
"11bbef4e2a44601d9dd471aa1fb433e6","health_beauty",6543.96,230,20.20,230,32216,"Top 20% Products"
"97c948ebc8c04b26b7bbb095d4228f2a","health_beauty",6483.33,231,20.24,231,32216,"Top 20% Products"
"1d16c0509e7011656e03c6a582ff6667","health_beauty",6475.74,232,20.28,232,32216,"Top 20% Products"
"6dde44b4172999f35f08654d06bad633","office_furniture",6451.37,233,20.33,233,32216,"Top 20% Products"
"bd9fca6bf4bdcbf4094d7bc11415dfe5","small_appliances",6445.08,234,20.37,234,32216,"Top 20% Products"
"130482add9fd75ccb6c57ba007694a2d","computers_accessories",6441.02,235,20.41,235,32216,"Top 20% Products"
"e3dd336775af78a83fc27ed85f0f15da","health_beauty",6425.94,236,20.45,236,32216,"Top 20% Products"
"3eef0cb94ba82de806bb30ab743c7655","office_furniture",6392.85,237,20.49,237,32216,"Top 20% Products"
"23e44bcf966914b366c7e28f13327dfe","garden_tools",6358.87,238,20.53,238,32216,"Top 20% Products"
"f96ff9b997681965689f78bef092fdd9","health_beauty",6356.03,239,20.57,239,32216,"Top 20% Products"
"06abf4be826ed1d548e8a22a3d75d912","health_beauty",6348.59,240,20.62,240,32216,"Top 20% Products"
"7612afaa8218e79b3011243ed9edea9c","sports_leisure",6340.10,241,20.66,241,32216,"Top 20% Products"
"a39cc58c1b5926b6f9f378daa89f1315","home_construction",6334.07,242,20.70,242,32216,"Top 20% Products"
"05a9dadb8402b6b7ae3dd28f7da187b5","computers_accessories",6326.04,243,20.74,243,32216,"Top 20% Products"
"ff92ca9bb0b3f4ec00a9b76c9f68cb3a","small_appliances_home_oven_and_coffee",6292.85,244,20.78,244,32216,"Top 20% Products"
"628f5ed6c14790dcb9233c8dbf596175","health_beauty",6291.55,245,20.82,245,32216,"Top 20% Products"
"c3ba4e8d3cb30049213b682e751e9d00","watches_gifts",6281.35,246,20.86,246,32216,"Top 20% Products"
"75d6b6963340c6063f7f4cfcccfe6a30","perfumery",6272.56,247,20.90,247,32216,"Top 20% Products"
"caaa713799b547352795c831a14f1c3c","computers",6234.19,248,20.94,248,32216,"Top 20% Products"
"145028037adecb27b1a58cf9597676cc","office_furniture",6227.25,249,20.98,249,32216,"Top 20% Products"
"61a4100ccd6d9c4c808a1fd954ddb8ad","small_appliances",6203.14,250,21.02,250,32216,"Top 20% Products"
"0d85c435fd60b277ffb9e9b0f88f927a","computers_accessories",6197.14,251,21.06,251,32216,"Top 20% Products"
